CloudProvider,InstanceName,Size,Normalized_CPU Utilization (Average),Normalized_Network In (Sum),Normalized_Network Out (Sum),Normalized_Disk Read Bytes (Sum),Normalized_Disk Write Bytes (Sum),Normalized_HourlyUSD,Normalized_MonthlyUSD
AWS,aws-instance4,m7i-flex.large,0.37135722538526555,6.0534099300192824e-05,0.00016220799759040754,0.09454089689886475,0.008301818265200232,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4258594030350851,0.00013789862271158083,0.00034899271015854927,0.09642203901587408,0.01279334283837496,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.40511768556329925,0.00015554682961128053,0.000581094937810293,0.08844625064814868,0.016515268932148996,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.41012761122748187,0.00013940470601374338,0.0003477000823899116,0.08702903885053692,0.015742370287742294,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3691587728560903,0.0023977686669404996,0.0004383770809911624,0.08836617500397868,0.016133769857454655,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.30486332961312845,0.00022861572176416264,0.0005812963862937171,0.09349101623085818,0.017876256980626042,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4680437372566955,0.0001221835634591516,0.0002953150830128491,0.09476968445363615,0.013003893365758171,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.19669219903718071,0.00022445865925593115,0.0005509783895383975,0.09259238955739493,0.026861946258980304,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.40040762088606985,0.0001353157920712206,0.0003213942679294543,0.09214752486756164,0.0134830773246303,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.43151610459680645,0.0023764336226359587,0.00039741588936160544,0.09363083084766292,0.014313398840141515,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.268663903180226,0.002053293568614954,0.008283805055314437,0.09042399195495039,0.04160048317580495,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4810225291163323,0.00016699351703148736,0.00042549277173883253,0.08289688140297113,0.01542819457917048,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.2791750465855081,0.0001871087020098425,0.00048205782714694413,0.08419715733925529,0.0203751419231741,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.37797749142317,0.00021381612491108714,0.0005204925190468911,0.08211264850689359,0.02344759554376607,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.34374574280489484,0.001874108273178178,0.007686082223934851,0.082234668536105,0.030956130965431865,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.41520958484745857,0.00019424840007725868,0.0007126407974861981,0.08114792765094084,0.01187721703270758,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.2863997307113354,0.0001945278091966644,0.00044519275468034287,0.0795489568514829,0.019643165324841876,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4014044835995498,0.0018739220004319074,0.00784574693442203,0.08687524277205169,0.025420434184356702,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4430836545315243,0.00014627408143718165,0.0003729650796860113,0.10051225207839844,0.01917124172898296,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.21801139403020728,0.0002082529303303992,0.0005329907187059915,0.10196251096725495,0.03693545242743943,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.40367316987546425,0.00026027527377357377,0.0006646792710576554,0.09911410591035096,0.030478267072562133,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.05065572844810582,0.004098422939058005,0.00823919260992282,0.09922087343591095,0.037779552131850726,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.38641998934222554,0.00015130344558648469,0.00037562587840457063,0.09720372982800972,0.01865707602104716,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3654419768620275,0.0024365656453984703,0.00046362529091364344,0.09864509142306957,0.020259636147963875,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4052314028623958,0.0026682843985212363,0.0006364680896914789,0.09757868720944063,0.016375341935894325,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3793140103957527,0.00019530470284574372,0.0005266283041045152,0.09625299043373743,0.018007603547865098,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.27244828061600346,0.00022048786949397016,0.0006537926592659473,0.09763207097222062,0.025302948310142875,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4101929123293928,0.0001349977654312466,0.0004014532527168958,0.0955373938040913,0.015882297283996965,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.4614419556805082,0.00012112726069066654,0.0002873158994835524,0.09523488581500467,0.015404433391127235,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3446347365804453,0.00017048953845234436,0.00041395984606280563,0.09720881399589353,0.022955293428995063,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.46073142081015134,0.00023492173571107558,0.0007671158248787852,0.09459046753573187,0.01589351784501739,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.43146773816770145,0.0001286962947220476,0.00031155686698891317,0.0871358063760969,0.016658496093409674,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3862814293761701,0.00015950853289781373,0.00040039564817891956,0.08865470153138486,0.018347520543483757,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3255332379008354,0.00018253820486964481,0.0004442946301917439,0.08656002436325554,0.018572591796893394,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.0677467282931244,0.00023189139615589478,0.0006072580595949915,0.08599059756026892,0.04655667098182538,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.23240731166637743,0.0004423205373512589,0.0013752384342151384,0.08721461097829594,0.031127079512742996,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.34357180429307366,0.0020253253972480983,0.00865219557568936,0.08366967492131011,0.0496555259224654,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.23569195721641964,0.00020091105818471384,0.0004936998707514923,0.08495469835394284,0.02523364484501674,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.41795027826392206,0.0004985839932003723,0.0015091848883185136,0.08258801820402974,0.02753848008521162,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3776396235171261,0.0001675591501268697,0.00041337228798615214,0.08216603226967359,0.015728509594717065,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3909406844156492,0.00014509283963156397,0.00037178996353270433,0.08350316842311536,0.015159561147681558,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3322685668790586,0.0023928006365003347,0.000565281231861505,0.08139832291921843,0.01915144073894692,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.25170230689699924,0.0002094659748000143,0.0004923988492960453,0.08157499775318079,0.023801455736535106,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.3690965524365918,0.00017297923271956934,0.00043594291181645517,0.08270749614929924,0.015619604149518853,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.009976331134029496,0.0006953198159259991,0.0019416863885431412,0.08741416456773544,0.10736155118449235,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.28158878855841346,0.00018928036963709348,0.00044904545692582776,0.08668204439246695,0.020035307431680586,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.1493028994853024,0.7180446957093167,0.02780649654403795,0.09687325891556213,0.3000872273372597,1.0000000000000002,1.0000000000000002
AWS,aws-instance4,m7i-flex.large,0.003976185662764697,0.00229570256007856,0.00017333802629958633,0.05667401450025518,0.024161751251065858,1.0000000000000002,1.0000000000000002
AWS,aws-instance2,t3.small,0.3659728664729389,6.587240361404202e-05,0.00018618036711786956,0.09117263567584126,0.0067421602833616,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.41752065965005936,0.00013341671870680446,0.0003322892734079717,0.09311097468154346,0.011129399642346527,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.39725461102343856,0.002874492871880374,0.0009406804807222236,0.08501825045249045,0.016667736555426492,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.4029912723443806,0.0024595703295628747,0.0004969650149203238,0.08434205612394385,0.016026927015385196,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3640360461972229,0.00015090818390537414,0.0003573528222206474,0.08516823340506281,0.014587312535640046,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.29966345508802306,0.00020810754672355395,0.0007115244371405566,0.09022189628156897,0.02016591146179329,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.4633818842364737,0.002463214006209434,0.0004298490951928776,0.0915552193090979,0.011790092676549012,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.19338129458939174,0.00021344130779968922,0.0005433149534814742,0.08954443091105142,0.03027101671018493,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3948431151663291,0.00015357052120572786,0.00038988675229363156,0.08911481872486957,0.01038026218598307,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.42501336861062716,0.00017659110670213113,0.0005106970865403967,0.09076844432907845,0.0139972430325661,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.26138511177594076,0.00023095094594911456,0.0005539077862348555,0.08847421357150963,0.021789592644748446,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.4791934668318312,0.0023998153955306183,0.00048207461452056283,0.08099286053048466,0.016007043521224007,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.27464188499943926,0.0022773365216200623,0.009213934671717328,0.08094964510347229,0.038390082657961906,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.373551297059277,0.00022531733118386093,0.0005700908144032542,0.07873676103204441,0.01892570945253608,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3388426725265042,0.00015598752366953022,0.000365226100447804,0.08017558054316236,0.012693677855193567,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3972498547459442,0.00016886987420733392,0.0004290349075723721,0.07902147443353771,0.0106528558154792,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.27824876981509244,0.00024077796912431098,0.000626085099108331,0.08914023956428861,0.031812193767989924,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3937842990969233,0.0001370149629762245,0.00033220533653987834,0.0978163720580087,0.017177942065355084,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.4324496775821711,0.0024356365532859745,0.0004505815016119362,0.09567975050483796,0.013908798610405127,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.21943647361962734,0.0002821441485094998,0.0007968462635574514,0.09705247583346639,0.03387083669873673,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3968869789054327,0.0002701977049407624,0.0006924875554569838,0.09489170448284756,0.032612813798447084,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.05252836378842889,7.693291582856614e-05,0.00023901023189582687,0.09592251952128984,0.01530872860595305,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3810268835931883,0.00014621047610918685,0.00037628897966250814,0.09428668850467428,0.01746307632187404,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3426626212092855,0.00017158445874139767,0.0004171494470503531,0.09574584468732748,0.01830725853041048,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.38793884866183387,0.0026442824736786275,0.0005762517805213065,0.09492602261606327,0.020045125422573456,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3822191250937358,0.00017478289809199328,0.000424603040937043,0.09359397063050531,0.017339650150649397,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.26818804133551427,0.00021277345185574382,0.0005269388705164607,0.09498830367263994,0.02466733652998604,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3963863971739431,0.00233618735134725,0.0004564654760652803,0.09279575627274729,0.01751587896197014,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.0,7.073821120564412e-05,0.00019685713673934428,0.08243676420948642,0.015083657352543413,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.333644667785843,0.0002020945716091885,0.0005172693433121063,0.09394096508857527,0.017856455990590003,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.4555969058513451,0.002379609345797985,0.0005200392599591869,0.0918424747945331,0.0133801121764429,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.43458576772507723,0.00014819132775245345,0.00037465221073468773,0.08455050700718002,0.014654635901762579,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3786123170095067,0.00015621014231751202,0.0003701615882916933,0.0860045790219494,0.020007503541504983,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.32553311365453164,0.00019865306904089848,0.0005140293802037028,0.08415521295421387,0.0226918577573906,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.06784206794676968,0.00023003321193090388,0.000595758708666202,0.08347012133187061,0.05033271978169792,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.2268444236076217,0.0001928695274310857,0.0004689720694111902,0.08481742582108,0.027427594541009803,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.33666721078772444,0.00018923493725995434,0.00047649281279235476,0.08266936489017068,0.018576551994900603,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.21227362328972932,0.00022932673846639022,0.0005888674917957377,0.08413614732464958,0.022836404984653683,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.40848582412686674,0.0002787276337486363,0.000764732017824934,0.08195122617658265,0.029711968758167444,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3760250847258184,0.00016492407225279944,0.00038984478385958486,0.0815292402422265,0.014659256132770986,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.38126058831119874,0.002369066762682847,0.0004536116225501063,0.08301635934824064,0.014164231381870026,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.3272312529426157,0.0031162658100640324,0.002311117726082422,0.08089117717280848,0.018907228528502445,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.24637282715616834,0.0024322995451851047,0.0006218546809564259,0.0804539387348009,0.02152425937826553,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.36255029629495306,0.0023970144894799902,0.0005287519068672772,0.08224483687187263,0.016874986917803696,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.011858977425101036,0.0005740289986776317,0.0014631958782901646,0.08698201029761168,0.12156150117233676,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.26667203723601507,0.0002193157141637803,0.0005325290659314781,0.08619142219167938,0.01764392536420319,0.4647160068846816,0.46471235460547
AWS,aws-instance2,t3.small,0.15043079788295804,0.719959013907882,0.027618889250162492,0.10666155313386544,0.31103057449717697,0.4647160068846816,0.46471235460547
